positionLink,positionName,positionNumber,positionType,publishTime,workLocation
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33176&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='22990-媒介经理（上海）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='市场类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='上海'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33178&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='15611-高级UnrealEngine技术美术（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='设计类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33179&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='TEG11-推荐系统算法研发工程师（北京）'>],[<Selector xpath='./td[3]/text()' data='3'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='北京'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33180&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='TEG11-运营开发工程师（北京）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='北京'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33181&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='OMG064-DMP产品经理（上海）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='产品/项目类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='上海'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33183&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='GH-商务管理工程师'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='职能类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33169&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='SA-腾讯社交广告商业分析经理（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='市场类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33171&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='HGJ-Tencent Legal Commercial Counsel'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='职能类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33174&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='18432-微黄金产品经理'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='产品/项目类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33175&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='23672-腾讯财经原子智库编辑(北京)'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='内容编辑类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='北京'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33163&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='TEG14-数据分析师（深圳）'>],[<Selector xpath='./td[3]/text()' data='3'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33164&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='15570-新RPG手游服务器开发工程师(深圳)'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33165&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='15571-unity客户端开发工程师（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33166&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='SNG01-QQ高级产品经理（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='产品/项目类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33167&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='15575-《王者荣耀》周边产品开发经理（成都）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='产品/项目类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='成都'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33168&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='SNG02-视频云ios开发（深圳）'>],[<Selector xpath='./td[3]/text()' data='2'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33170&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='SD9-Unity3D手游客户端开发工程师(深圳)'>],[<Selector xpath='./td[3]/text()' data='2'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33158&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='18435-web前端开发工程师（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33159&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='15585-斗战神端游后台开发'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33160&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='15585-手游3D动画设计师（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='设计类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33161&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='S2-Java后台开发工程师'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33150&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='21062-3D场景设计师（上海）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='设计类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='上海'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33152&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='17229-主策划/高级游戏策划（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='产品/项目类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33153&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='20765-政府及公共事务经理（云南）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='职能类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='昆明'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33154&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='WXG08-113 微信搜索后台开发高级工程师（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33155&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='ZNB-秘书（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='职能类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='北京'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33143&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='SA-腾讯社交广告web前端工程师（北京）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='设计类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='北京'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33145&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='22989-腾讯云交付项目经理（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='产品/项目类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33146&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='23671-Web前端开发（北京）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='北京'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33147&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='AQ-业务安全经理(北京)'>],[<Selector xpath='./td[3]/text()' data='2'>],[<Selector xpath='./td[2]/text()' data='职能类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='北京'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33148&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='WXG08-113 微信搜索推荐后台开发高级工程师（广州）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='广州'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33149&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='22990-行业大客户销售经理（上海）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='市场类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33151&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='MIG09-QQ浏览器资讯推荐算法高级工程师（北京）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='北京'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33135&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='SD9-游戏美术3D动画特效设计'>],[<Selector xpath='./td[3]/text()' data='2'>],[<Selector xpath='./td[2]/text()' data='设计类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33139&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='SNG02-QQ通信平台后台开发工程师（深圳）'>],[<Selector xpath='./td[3]/text()' data='2'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33140&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='CB-海外福利经理（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='职能类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33141&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='SNG16-数字专辑高级用户运营经理（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='产品/项目类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33144&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='SNG06-QQ会员web开发工程师（深圳）'>],[<Selector xpath='./td[3]/text()' data='2'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33131&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='HY1-平台产品经理(深圳)'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='产品/项目类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33132&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='20503-项目经理（上海）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='产品/项目类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='上海'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33133&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='SD9-游戏美术3D设计'>],[<Selector xpath='./td[3]/text()' data='2'>],[<Selector xpath='./td[2]/text()' data='设计类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33134&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='SD9-游戏美术2D设计'>],[<Selector xpath='./td[3]/text()' data='3'>],[<Selector xpath='./td[2]/text()' data='设计类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33137&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='OMG08-市场传播专员'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='市场类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='北京'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33124&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='15602-妖精的尾巴项目客户端开发工程师（深圳）'>],[<Selector xpath='./td[3]/text()' data='3'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33126&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='TEG05-高级数据库管理员（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33127&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='TEG05-系统测试工程师（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33128&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='HY1-游戏安全产品经理（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='产品/项目类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33129&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='HY1-游戏安全产品策划（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='产品/项目类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33130&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='23048-翻译君语料数据工程师（北京）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='北京'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33116&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='21229-代理端游运营（上海）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='产品/项目类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='上海'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33118&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='23673-社群运营与行业拓展编辑（北京）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='内容编辑类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='北京'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33119&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='21759-高级移动客户端开发工程师（上海）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='上海'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33120&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='15602-游戏程序客户端开发（深圳）'>],[<Selector xpath='./td[3]/text()' data='2'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33121&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='15602-手游客户端开发工程师（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33122&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='15602-后台开发工程师（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33123&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='15602-高级UI设计师（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='设计类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33125&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='TEG05-windows开发工程师（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33111&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='SA-腾讯社交广告高级系统测试工程师（深圳）'>],[<Selector xpath='./td[3]/text()' data='2'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33113&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='15614-MMORPG资深文案策划（上海）'>],[<Selector xpath='./td[3]/text()' data='2'>],[<Selector xpath='./td[2]/text()' data='产品/项目类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='上海'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33114&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='15614-游戏宣传视觉设计师（上海）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='设计类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='上海'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33115&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='SNG17-QQ钱包后台开发工程师（深圳）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='技术类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='深圳'>]
[<Selector xpath='./td[1]/a/@href' data='position_detail.php?id=33117&keywords=&t'>],[<Selector xpath='./td[1]/a/text()' data='23673-腾讯网开放内容合作经理（北京）'>],[<Selector xpath='./td[3]/text()' data='1'>],[<Selector xpath='./td[2]/text()' data='内容编辑类'>],[<Selector xpath='./td[5]/text()' data='2017-10-08'>],[<Selector xpath='./td[4]/text()' data='北京'>]
